"Ticket solved - Date";"% Satisfaction score";"Requester wait time (min)";"Solved tickets"
"02 Jan 25";"";"3015.00000000000000000000";"11.00000000000000000000"
"03 Jan 25";"";"40498.00000000000000000000";"9.00000000000000000000"
"06 Jan 25";"";"4508.00000000000000000000";"7.00000000000000000000"
"07 Jan 25";"";"1265.00000000000000000000";"23.00000000000000000000"
"08 Jan 25";"";"1194.50000000000000000000";"20.00000000000000000000"
"09 Jan 25";"";"1998.00000000000000000000";"10.00000000000000000000"
"10 Jan 25";"";"2011.00000000000000000000";"16.00000000000000000000"
"13 Jan 25";"";"4047.00000000000000000000";"2.00000000000000000000"
"14 Jan 25";"";"3839.50000000000000000000";"8.00000000000000000000"
"15 Jan 25";"";"3167.00000000000000000000";"13.00000000000000000000"
"16 Jan 25";"";"3121.00000000000000000000";"13.00000000000000000000"
"17 Jan 25";"";"1469.00000000000000000000";"4.00000000000000000000"
"20 Jan 25";"";"607.00000000000000000000";"2.00000000000000000000"
"21 Jan 25";"";"7951.00000000000000000000";"6.00000000000000000000"
"22 Jan 25";"";"3543.00000000000000000000";"23.00000000000000000000"
"23 Jan 25";"";"1029.50000000000000000000";"14.00000000000000000000"
"24 Jan 25";"";"2279.00000000000000000000";"14.00000000000000000000"
"27 Jan 25";"";"1930.00000000000000000000";"2.00000000000000000000"
"28 Jan 25";"";"800.00000000000000000000";"3.00000000000000000000"
"29 Jan 25";"";"4789.00000000000000000000";"2.00000000000000000000"
"30 Jan 25";"";"1372.50000000000000000000";"6.00000000000000000000"
"31 Jan 25";"";"1440.00000000000000000000";"7.00000000000000000000"
"03 Feb 25";"";"16405.00000000000000000000";"9.00000000000000000000"
"04 Feb 25";"";"8736.00000000000000000000";"11.00000000000000000000"
"05 Feb 25";"";"1218.50000000000000000000";"10.00000000000000000000"
"06 Feb 25";"";"2652.50000000000000000000";"12.00000000000000000000"
"07 Feb 25";"";"2696.00000000000000000000";"15.00000000000000000000"
"10 Feb 25";"";"283.00000000000000000000";"10.00000000000000000000"
"11 Feb 25";"";"934.00000000000000000000";"13.00000000000000000000"
"12 Feb 25";"";"1581.50000000000000000000";"12.00000000000000000000"
"13 Feb 25";"";"741.00000000000000000000";"11.00000000000000000000"
"14 Feb 25";"";"4362.50000000000000000000";"8.00000000000000000000"
"17 Feb 25";"";"6223.50000000000000000000";"6.00000000000000000000"
"18 Feb 25";"";"1781.00000000000000000000";"25.00000000000000000000"
"19 Feb 25";"";"1840.00000000000000000000";"6.00000000000000000000"
"20 Feb 25";"";"1775.00000000000000000000";"20.00000000000000000000"
"21 Feb 25";"";"1337.00000000000000000000";"11.00000000000000000000"
"23 Feb 25";"";"6150.00000000000000000000";"3.00000000000000000000"
"24 Feb 25";"";"4417.50000000000000000000";"20.00000000000000000000"
"25 Feb 25";"";"1234.00000000000000000000";"7.00000000000000000000"
"26 Feb 25";"";"1059.00000000000000000000";"12.00000000000000000000"
"27 Feb 25";"";"1611.00000000000000000000";"8.00000000000000000000"
"28 Feb 25";"";"11686.00000000000000000000";"18.00000000000000000000"
"03 Mar 25";"";"4265.00000000000000000000";"11.00000000000000000000"
"04 Mar 25";"";"6532.00000000000000000000";"13.00000000000000000000"
"05 Mar 25";"";"772.50000000000000000000";"12.00000000000000000000"
"06 Mar 25";"";"2332.50000000000000000000";"12.00000000000000000000"
"07 Mar 25";"";"1896.00000000000000000000";"6.00000000000000000000"
"10 Mar 25";"";"4555.00000000000000000000";"7.00000000000000000000"
"11 Mar 25";"";"1471.00000000000000000000";"13.00000000000000000000"
"12 Mar 25";"";"1883.00000000000000000000";"12.00000000000000000000"
"13 Mar 25";"";"1807.50000000000000000000";"10.00000000000000000000"
"14 Mar 25";"";"5876.00000000000000000000";"3.00000000000000000000"
"16 Mar 25";"";"8372.00000000000000000000";"1.00000000000000000000"
"17 Mar 25";"";"6604.50000000000000000000";"14.00000000000000000000"
"18 Mar 25";"";"2132.00000000000000000000";"11.00000000000000000000"
"19 Mar 25";"";"8311.00000000000000000000";"11.00000000000000000000"
"20 Mar 25";"";"4052.50000000000000000000";"20.00000000000000000000"
"21 Mar 25";"";"1153.50000000000000000000";"14.00000000000000000000"
"24 Mar 25";"";"541.00000000000000000000";"9.00000000000000000000"
"25 Mar 25";"";"4260.50000000000000000000";"12.00000000000000000000"
"26 Mar 25";"";"1985.00000000000000000000";"11.00000000000000000000"
"27 Mar 25";"";"1332.50000000000000000000";"16.00000000000000000000"
"28 Mar 25";"";"1136.50000000000000000000";"14.00000000000000000000"
"31 Mar 25";"";"6389.50000000000000000000";"14.00000000000000000000"
"01 Apr 25";"";"4306.00000000000000000000";"5.00000000000000000000"
"02 Apr 25";"";"1045.50000000000000000000";"8.00000000000000000000"
"03 Apr 25";"";"9867.00000000000000000000";"3.00000000000000000000"
"04 Apr 25";"";"10156.50000000000000000000";"10.00000000000000000000"
"07 Apr 25";"";"1755.00000000000000000000";"5.00000000000000000000"
"08 Apr 25";"";"12558.50000000000000000000";"10.00000000000000000000"
"09 Apr 25";"";"993.00000000000000000000";"21.00000000000000000000"
"10 Apr 25";"";"10107.00000000000000000000";"11.00000000000000000000"
"11 Apr 25";"";"11.00000000000000000000";"29.00000000000000000000"
"14 Apr 25";"";"4134.00000000000000000000";"10.00000000000000000000"
"15 Apr 25";"";"1977.00000000000000000000";"11.00000000000000000000"
"16 Apr 25";"";"1080.50000000000000000000";"16.00000000000000000000"
"17 Apr 25";"";"2753.00000000000000000000";"15.00000000000000000000"
"18 Apr 25";"";"7092.00000000000000000000";"9.00000000000000000000"
"21 Apr 25";"";"4584.00000000000000000000";"9.00000000000000000000"
"22 Apr 25";"";"3343.00000000000000000000";"10.00000000000000000000"
"23 Apr 25";"";"175.00000000000000000000";"4.00000000000000000000"
"24 Apr 25";"";"12136.50000000000000000000";"18.00000000000000000000"
"25 Apr 25";"";"1178.00000000000000000000";"10.00000000000000000000"
"28 Apr 25";"";"6169.50000000000000000000";"16.00000000000000000000"
"29 Apr 25";"";"1157.00000000000000000000";"14.00000000000000000000"
"30 Apr 25";"";"600.00000000000000000000";"11.00000000000000000000"
"01 May 25";"";"684.50000000000000000000";"12.00000000000000000000"
"02 May 25";"";"43.00000000000000000000";"3.00000000000000000000"
"04 May 25";"";"15034.00000000000000000000";"2.00000000000000000000"
"05 May 25";"";"3049.00000000000000000000";"6.00000000000000000000"
"06 May 25";"";"707.00000000000000000000";"3.00000000000000000000"
"07 May 25";"";"7196.00000000000000000000";"17.00000000000000000000"
"08 May 25";"";"616.00000000000000000000";"12.00000000000000000000"
"09 May 25";"";"3026.00000000000000000000";"11.00000000000000000000"
"12 May 25";"";"3263.00000000000000000000";"7.00000000000000000000"
"13 May 25";"";"1014.50000000000000000000";"6.00000000000000000000"
"14 May 25";"";"2544.00000000000000000000";"8.00000000000000000000"
"15 May 25";"";"173.50000000000000000000";"14.00000000000000000000"
"16 May 25";"";"4457.00000000000000000000";"11.00000000000000000000"
"19 May 25";"";"3217.00000000000000000000";"11.00000000000000000000"
"20 May 25";"";"1629.50000000000000000000";"4.00000000000000000000"
"21 May 25";"";"743.00000000000000000000";"5.00000000000000000000"
"22 May 25";"";"1260.50000000000000000000";"10.00000000000000000000"
"23 May 25";"";"1392.50000000000000000000";"14.00000000000000000000"
"26 May 25";"";"6203.00000000000000000000";"3.00000000000000000000"
"27 May 25";"";"5733.00000000000000000000";"9.00000000000000000000"
"28 May 25";"";"5658.00000000000000000000";"12.00000000000000000000"
"29 May 25";"";"1974.00000000000000000000";"6.00000000000000000000"
"30 May 25";"";"1387.00000000000000000000";"14.00000000000000000000"
"02 Jun 25";"";"6037.00000000000000000000";"25.00000000000000000000"
"03 Jun 25";"";"7317.00000000000000000000";"5.00000000000000000000"
"04 Jun 25";"";"1415.00000000000000000000";"19.00000000000000000000"
"05 Jun 25";"";"794.50000000000000000000";"10.00000000000000000000"
"06 Jun 25";"";"2708.00000000000000000000";"11.00000000000000000000"
"09 Jun 25";"";"5883.00000000000000000000";"7.00000000000000000000"
"10 Jun 25";"";"1400.00000000000000000000";"13.00000000000000000000"
"11 Jun 25";"";"5327.00000000000000000000";"10.00000000000000000000"
"12 Jun 25";"";"3030.00000000000000000000";"15.00000000000000000000"
"13 Jun 25";"";"3617.00000000000000000000";"16.00000000000000000000"
"16 Jun 25";"";"103.00000000000000000000";"7.00000000000000000000"
"17 Jun 25";"";"693.00000000000000000000";"14.00000000000000000000"
"18 Jun 25";"";"3587.00000000000000000000";"9.00000000000000000000"
"19 Jun 25";"";"1405.00000000000000000000";"9.00000000000000000000"
"20 Jun 25";"";"10309.00000000000000000000";"7.00000000000000000000"
"23 Jun 25";"";"5403.00000000000000000000";"21.00000000000000000000"
"24 Jun 25";"";"116.00000000000000000000";"5.00000000000000000000"
"25 Jun 25";"";"3059.00000000000000000000";"19.00000000000000000000"
"26 Jun 25";"";"1529.00000000000000000000";"12.00000000000000000000"
"27 Jun 25";"";"3068.00000000000000000000";"21.00000000000000000000"
"30 Jun 25";"";"4334.50000000000000000000";"20.00000000000000000000"
"01 Jul 25";"";"1050.50000000000000000000";"22.00000000000000000000"
"02 Jul 25";"";"1649.00000000000000000000";"11.00000000000000000000"
"03 Jul 25";"";"2644.50000000000000000000";"8.00000000000000000000"
"04 Jul 25";"";"6424.50000000000000000000";"2.00000000000000000000"
"07 Jul 25";"";"3705.00000000000000000000";"15.00000000000000000000"
"08 Jul 25";"";"1038.50000000000000000000";"6.00000000000000000000"
"09 Jul 25";"";"1494.00000000000000000000";"16.00000000000000000000"
"10 Jul 25";"";"1205.00000000000000000000";"11.00000000000000000000"
"11 Jul 25";"";"621.00000000000000000000";"9.00000000000000000000"
