"Ticket solved - Date";"Agent replies";"Solved tickets";"Agent replies"
"02 Jan 25";"1.72727272727272730000";"11.00000000000000000000";"19.00000000000000000000"
"03 Jan 25";"2.55555555555555600000";"9.00000000000000000000";"23.00000000000000000000"
"06 Jan 25";"1.42857142857142860000";"7.00000000000000000000";"10.00000000000000000000"
"07 Jan 25";"1.08695652173913040000";"23.00000000000000000000";"25.00000000000000000000"
"08 Jan 25";"1.45000000000000000000";"20.00000000000000000000";"29.00000000000000000000"
"09 Jan 25";"1.60000000000000000000";"10.00000000000000000000";"16.00000000000000000000"
"10 Jan 25";"2.81250000000000000000";"16.00000000000000000000";"45.00000000000000000000"
"13 Jan 25";"0.50000000000000000000";"2.00000000000000000000";"1.00000000000000000000"
"14 Jan 25";"1.75000000000000000000";"8.00000000000000000000";"14.00000000000000000000"
"15 Jan 25";"1.38461538461538460000";"13.00000000000000000000";"18.00000000000000000000"
"16 Jan 25";"2.23076923076923100000";"13.00000000000000000000";"29.00000000000000000000"
"17 Jan 25";"1.50000000000000000000";"4.00000000000000000000";"6.00000000000000000000"
"20 Jan 25";"0.50000000000000000000";"2.00000000000000000000";"1.00000000000000000000"
"21 Jan 25";"2.33333333333333350000";"6.00000000000000000000";"14.00000000000000000000"
"22 Jan 25";"1.91304347826086960000";"23.00000000000000000000";"44.00000000000000000000"
"23 Jan 25";"1.92857142857142860000";"14.00000000000000000000";"27.00000000000000000000"
"24 Jan 25";"3.07142857142857160000";"14.00000000000000000000";"43.00000000000000000000"
"27 Jan 25";"1.00000000000000000000";"2.00000000000000000000";"2.00000000000000000000"
"28 Jan 25";"0.66666666666666660000";"3.00000000000000000000";"2.00000000000000000000"
"29 Jan 25";"0.00000000000000000000";"2.00000000000000000000";"0.00000000000000000000"
"30 Jan 25";"1.66666666666666670000";"6.00000000000000000000";"10.00000000000000000000"
"31 Jan 25";"0.57142857142857140000";"7.00000000000000000000";"4.00000000000000000000"
"03 Feb 25";"3.11111111111111100000";"9.00000000000000000000";"28.00000000000000000000"
"04 Feb 25";"1.63636363636363650000";"11.00000000000000000000";"18.00000000000000000000"
"05 Feb 25";"1.50000000000000000000";"10.00000000000000000000";"15.00000000000000000000"
"06 Feb 25";"1.41666666666666670000";"12.00000000000000000000";"17.00000000000000000000"
"07 Feb 25";"2.06666666666666700000";"15.00000000000000000000";"31.00000000000000000000"
"10 Feb 25";"1.30000000000000000000";"10.00000000000000000000";"13.00000000000000000000"
"11 Feb 25";"1.00000000000000000000";"13.00000000000000000000";"13.00000000000000000000"
"12 Feb 25";"1.08333333333333330000";"12.00000000000000000000";"13.00000000000000000000"
"13 Feb 25";"1.81818181818181810000";"11.00000000000000000000";"20.00000000000000000000"
"14 Feb 25";"0.87500000000000000000";"8.00000000000000000000";"7.00000000000000000000"
"17 Feb 25";"1.00000000000000000000";"6.00000000000000000000";"6.00000000000000000000"
"18 Feb 25";"1.16000000000000000000";"25.00000000000000000000";"29.00000000000000000000"
"19 Feb 25";"1.16666666666666670000";"6.00000000000000000000";"7.00000000000000000000"
"20 Feb 25";"0.80000000000000000000";"20.00000000000000000000";"16.00000000000000000000"
"21 Feb 25";"0.72727272727272730000";"11.00000000000000000000";"8.00000000000000000000"
"23 Feb 25";"1.00000000000000000000";"3.00000000000000000000";"3.00000000000000000000"
"24 Feb 25";"1.55000000000000000000";"20.00000000000000000000";"31.00000000000000000000"
"25 Feb 25";"1.57142857142857140000";"7.00000000000000000000";"11.00000000000000000000"
"26 Feb 25";"1.00000000000000000000";"12.00000000000000000000";"12.00000000000000000000"
"27 Feb 25";"1.50000000000000000000";"8.00000000000000000000";"12.00000000000000000000"
"28 Feb 25";"1.61111111111111120000";"18.00000000000000000000";"29.00000000000000000000"
"03 Mar 25";"1.54545454545454540000";"11.00000000000000000000";"17.00000000000000000000"
"04 Mar 25";"2.15384615384615370000";"13.00000000000000000000";"28.00000000000000000000"
"05 Mar 25";"0.75000000000000000000";"12.00000000000000000000";"9.00000000000000000000"
"06 Mar 25";"2.50000000000000000000";"12.00000000000000000000";"30.00000000000000000000"
"07 Mar 25";"1.50000000000000000000";"6.00000000000000000000";"9.00000000000000000000"
"10 Mar 25";"2.42857142857142840000";"7.00000000000000000000";"17.00000000000000000000"
"11 Mar 25";"1.76923076923076920000";"13.00000000000000000000";"23.00000000000000000000"
"12 Mar 25";"1.33333333333333330000";"12.00000000000000000000";"16.00000000000000000000"
"13 Mar 25";"1.70000000000000000000";"10.00000000000000000000";"17.00000000000000000000"
"14 Mar 25";"1.33333333333333330000";"3.00000000000000000000";"4.00000000000000000000"
"16 Mar 25";"6.00000000000000000000";"1.00000000000000000000";"6.00000000000000000000"
"17 Mar 25";"0.64285714285714290000";"14.00000000000000000000";"9.00000000000000000000"
"18 Mar 25";"2.36363636363636380000";"11.00000000000000000000";"26.00000000000000000000"
"19 Mar 25";"1.18181818181818190000";"11.00000000000000000000";"13.00000000000000000000"
"20 Mar 25";"1.75000000000000000000";"20.00000000000000000000";"35.00000000000000000000"
