"Ticket solved - Date";"Group stations";"Assignee stations"
"02 Jan 25";"1.00000000000000000000";"1.36363636363636350000"
"03 Jan 25";"1.55555555555555560000";"2.11111111111111100000"
"06 Jan 25";"1.00000000000000000000";"1.28571428571428580000"
"07 Jan 25";"1.17391304347826100000";"1.60869565217391300000"
"08 Jan 25";"1.10000000000000000000";"1.30000000000000000000"
"09 Jan 25";"1.30000000000000000000";"1.60000000000000000000"
"10 Jan 25";"1.00000000000000000000";"1.43750000000000000000"
"13 Jan 25";"1.00000000000000000000";"1.50000000000000000000"
"14 Jan 25";"1.25000000000000000000";"2.00000000000000000000"
"15 Jan 25";"1.23076923076923080000";"1.76923076923076920000"
"16 Jan 25";"1.76923076923076920000";"2.46153846153846170000"
"17 Jan 25";"1.00000000000000000000";"1.00000000000000000000"
"20 Jan 25";"1.00000000000000000000";"1.00000000000000000000"
"21 Jan 25";"1.33333333333333330000";"1.33333333333333330000"
"22 Jan 25";"1.26086956521739140000";"1.82608695652173900000"
"23 Jan 25";"1.35714285714285720000";"1.64285714285714280000"
"24 Jan 25";"1.00000000000000000000";"1.50000000000000000000"
"27 Jan 25";"1.00000000000000000000";"1.50000000000000000000"
"28 Jan 25";"1.00000000000000000000";"1.00000000000000000000"
"29 Jan 25";"1.00000000000000000000";"1.00000000000000000000"
"30 Jan 25";"1.00000000000000000000";"1.50000000000000000000"
"31 Jan 25";"1.00000000000000000000";"1.57142857142857140000"
"03 Feb 25";"1.66666666666666670000";"2.00000000000000000000"
"04 Feb 25";"1.45454545454545460000";"2.27272727272727250000"
"05 Feb 25";"1.10000000000000000000";"1.70000000000000000000"
"06 Feb 25";"1.00000000000000000000";"1.41666666666666670000"
"07 Feb 25";"1.66666666666666670000";"2.00000000000000000000"
"10 Feb 25";"1.20000000000000000000";"1.30000000000000000000"
"11 Feb 25";"1.07692307692307690000";"1.30769230769230770000"
"12 Feb 25";"1.16666666666666670000";"1.25000000000000000000"
"13 Feb 25";"1.09090909090909080000";"1.72727272727272730000"
"14 Feb 25";"1.00000000000000000000";"1.25000000000000000000"
"17 Feb 25";"1.00000000000000000000";"1.33333333333333330000"
"18 Feb 25";"1.12000000000000000000";"1.56000000000000000000"
"19 Feb 25";"1.33333333333333330000";"1.50000000000000000000"
"20 Feb 25";"1.00000000000000000000";"1.45000000000000000000"
"21 Feb 25";"1.00000000000000000000";"1.36363636363636350000"
"23 Feb 25";"2.00000000000000000000";"2.00000000000000000000"
"24 Feb 25";"1.15000000000000000000";"1.50000000000000000000"
"25 Feb 25";"1.14285714285714280000";"1.42857142857142860000"
"26 Feb 25";"1.08333333333333330000";"1.08333333333333330000"
"27 Feb 25";"1.25000000000000000000";"1.62500000000000000000"
"28 Feb 25";"1.16666666666666670000";"1.55555555555555560000"
"03 Mar 25";"1.18181818181818190000";"1.27272727272727270000"
"04 Mar 25";"1.30769230769230770000";"1.84615384615384630000"
"05 Mar 25";"1.00000000000000000000";"1.58333333333333330000"
"06 Mar 25";"1.00000000000000000000";"1.66666666666666670000"
"07 Mar 25";"1.66666666666666670000";"1.66666666666666670000"
"10 Mar 25";"1.00000000000000000000";"1.71428571428571420000"
"11 Mar 25";"1.07692307692307690000";"1.23076923076923080000"
"12 Mar 25";"1.25000000000000000000";"1.50000000000000000000"
"13 Mar 25";"1.60000000000000000000";"1.80000000000000000000"
"14 Mar 25";"1.00000000000000000000";"1.00000000000000000000"
"16 Mar 25";"3.00000000000000000000";"3.00000000000000000000"
"17 Mar 25";"1.00000000000000000000";"1.50000000000000000000"
"18 Mar 25";"1.09090909090909080000";"1.54545454545454540000"
"19 Mar 25";"1.00000000000000000000";"1.45454545454545460000"
"20 Mar 25";"1.20000000000000000000";"1.50000000000000000000"
"21 Mar 25";"1.14285714285714280000";"1.71428571428571420000"
"24 Mar 25";"1.11111111111111120000";"1.55555555555555560000"
"25 Mar 25";"1.75000000000000000000";"2.00000000000000000000"
"26 Mar 25";"1.00000000000000000000";"1.54545454545454540000"
"27 Mar 25";"1.06250000000000000000";"1.31250000000000000000"
"28 Mar 25";"1.00000000000000000000";"1.14285714285714280000"
"31 Mar 25";"1.28571428571428580000";"1.78571428571428580000"
"01 Apr 25";"1.00000000000000000000";"1.20000000000000000000"
"02 Apr 25";"1.12500000000000000000";"1.12500000000000000000"
"03 Apr 25";"1.33333333333333330000";"1.33333333333333330000"
"04 Apr 25";"1.00000000000000000000";"1.30000000000000000000"
"07 Apr 25";"1.00000000000000000000";"1.60000000000000000000"
"08 Apr 25";"1.30000000000000000000";"2.70000000000000000000"
"09 Apr 25";"1.09523809523809510000";"1.38095238095238100000"
"10 Apr 25";"1.09090909090909080000";"1.45454545454545460000"
"11 Apr 25";"1.10344827586206900000";"1.27586206896551710000"
"14 Apr 25";"1.30000000000000000000";"1.60000000000000000000"
"15 Apr 25";"1.63636363636363650000";"2.36363636363636380000"
"16 Apr 25";"1.12500000000000000000";"1.37500000000000000000"
"17 Apr 25";"1.26666666666666660000";"1.93333333333333330000"
"18 Apr 25";"1.22222222222222200000";"1.55555555555555560000"
"21 Apr 25";"1.22222222222222200000";"2.22222222222222230000"
"22 Apr 25";"1.10000000000000000000";"2.10000000000000000000"
"23 Apr 25";"1.00000000000000000000";"1.00000000000000000000"
"24 Apr 25";"1.61111111111111120000";"2.33333333333333350000"
"25 Apr 25";"1.40000000000000000000";"1.90000000000000000000"
"28 Apr 25";"1.25000000000000000000";"1.87500000000000000000"
"29 Apr 25";"1.00000000000000000000";"1.28571428571428580000"
"30 Apr 25";"1.27272727272727270000";"1.54545454545454540000"
"01 May 25";"1.08333333333333330000";"1.25000000000000000000"
"02 May 25";"1.00000000000000000000";"1.33333333333333330000"
"04 May 25";"2.00000000000000000000";"2.00000000000000000000"
"05 May 25";"1.33333333333333330000";"1.33333333333333330000"
"06 May 25";"1.00000000000000000000";"1.66666666666666670000"
"07 May 25";"1.17647058823529420000";"2.64705882352941170000"
"08 May 25";"1.08333333333333330000";"1.08333333333333330000"
"09 May 25";"1.09090909090909080000";"1.63636363636363650000"
"12 May 25";"1.14285714285714280000";"1.71428571428571420000"
"13 May 25";"1.16666666666666670000";"1.50000000000000000000"
"14 May 25";"1.00000000000000000000";"1.62500000000000000000"
"15 May 25";"1.00000000000000000000";"1.64285714285714280000"
"16 May 25";"1.00000000000000000000";"1.36363636363636350000"
"19 May 25";"1.18181818181818190000";"1.27272727272727270000"
"20 May 25";"1.00000000000000000000";"1.50000000000000000000"
"21 May 25";"1.40000000000000000000";"1.00000000000000000000"
"22 May 25";"1.40000000000000000000";"1.70000000000000000000"
"23 May 25";"1.28571428571428580000";"1.85714285714285720000"
"26 May 25";"1.00000000000000000000";"1.00000000000000000000"
"27 May 25";"1.00000000000000000000";"1.44444444444444440000"
"28 May 25";"1.08333333333333330000";"1.50000000000000000000"
"29 May 25";"1.16666666666666670000";"2.00000000000000000000"
"30 May 25";"1.14285714285714280000";"1.85714285714285720000"
"02 Jun 25";"1.20000000000000000000";"1.76000000000000000000"
"03 Jun 25";"1.20000000000000000000";"1.80000000000000000000"
"04 Jun 25";"1.21052631578947370000";"1.52631578947368430000"
"05 Jun 25";"1.30000000000000000000";"1.50000000000000000000"
"06 Jun 25";"1.27272727272727270000";"1.72727272727272730000"
"09 Jun 25";"1.14285714285714280000";"1.57142857142857140000"
"10 Jun 25";"1.23076923076923080000";"1.53846153846153850000"
"11 Jun 25";"1.10000000000000000000";"1.70000000000000000000"
"12 Jun 25";"1.06666666666666670000";"1.53333333333333320000"
"13 Jun 25";"1.31250000000000000000";"1.87500000000000000000"
"16 Jun 25";"1.14285714285714280000";"1.14285714285714280000"
"17 Jun 25";"1.00000000000000000000";"1.14285714285714280000"
"18 Jun 25";"1.11111111111111120000";"1.44444444444444440000"
"19 Jun 25";"1.22222222222222200000";"1.33333333333333330000"
"20 Jun 25";"2.14285714285714300000";"3.00000000000000000000"
"23 Jun 25";"1.04761904761904770000";"1.66666666666666670000"
"24 Jun 25";"1.00000000000000000000";"1.20000000000000000000"
"25 Jun 25";"1.05263157894736840000";"1.63157894736842100000"
"26 Jun 25";"1.08333333333333330000";"1.58333333333333330000"
"27 Jun 25";"1.14285714285714280000";"1.66666666666666670000"
"30 Jun 25";"1.25000000000000000000";"1.90000000000000000000"
"01 Jul 25";"1.40909090909090920000";"1.68181818181818190000"
"02 Jul 25";"1.54545454545454540000";"2.18181818181818170000"
"03 Jul 25";"1.37500000000000000000";"2.25000000000000000000"
"04 Jul 25";"1.00000000000000000000";"2.50000000000000000000"
"07 Jul 25";"1.60000000000000000000";"2.13333333333333330000"
"08 Jul 25";"1.00000000000000000000";"2.00000000000000000000"
"09 Jul 25";"1.25000000000000000000";"1.43750000000000000000"
"10 Jul 25";"1.27272727272727270000";"1.63636363636363650000"
"11 Jul 25";"1.00000000000000000000";"1.22222222222222200000"
"14 Jul 25";"1.71428571428571420000";"1.92857142857142860000"
"15 Jul 25";"1.00000000000000000000";"1.62500000000000000000"
"16 Jul 25";"1.18750000000000000000";"1.43750000000000000000"
"17 Jul 25";"1.00000000000000000000";"2.57142857142857160000"
"18 Jul 25";"1.00000000000000000000";"1.60000000000000000000"
"21 Jul 25";"1.55555555555555560000";"1.77777777777777800000"
"22 Jul 25";"1.00000000000000000000";"1.22222222222222200000"
"23 Jul 25";"1.83333333333333330000";"2.75000000000000000000"
"24 Jul 25";"1.18181818181818190000";"1.72727272727272730000"
"25 Jul 25";"1.00000000000000000000";"1.09090909090909080000"
"28 Jul 25";"1.10000000000000000000";"1.60000000000000000000"
"29 Jul 25";"1.14285714285714280000";"1.50000000000000000000"
"30 Jul 25";"1.33333333333333330000";"1.66666666666666670000"
"31 Jul 25";"1.00000000000000000000";"1.16666666666666670000"
"01 Aug 25";"1.50000000000000000000";"2.00000000000000000000"
"04 Aug 25";"1.42857142857142860000";"1.71428571428571420000"
"05 Aug 25";"1.45454545454545460000";"1.81818181818181810000"
"06 Aug 25";"1.25000000000000000000";"1.37500000000000000000"
"07 Aug 25";"1.09090909090909080000";"1.45454545454545460000"
"08 Aug 25";"1.11111111111111120000";"1.22222222222222200000"
"11 Aug 25";"1.52380952380952370000";"1.80952380952380950000"
"12 Aug 25";"1.16666666666666670000";"1.58333333333333330000"
"13 Aug 25";"1.20000000000000000000";"1.60000000000000000000"
"14 Aug 25";"1.10000000000000000000";"2.30000000000000000000"
"15 Aug 25";"1.50000000000000000000";"3.16666666666666650000"
"17 Aug 25";"1.00000000000000000000";"2.00000000000000000000"
"18 Aug 25";"1.11111111111111120000";"1.77777777777777800000"
"19 Aug 25";"1.09090909090909080000";"2.09090909090909100000"
"20 Aug 25";"1.15000000000000000000";"1.60000000000000000000"
"21 Aug 25";"1.28571428571428580000";"1.71428571428571420000"
"22 Aug 25";"1.18750000000000000000";"1.68750000000000000000"
"23 Aug 25";"1.00000000000000000000";"1.00000000000000000000"
"25 Aug 25";"1.17647058823529420000";"2.05882352941176450000"
"26 Aug 25";"1.16666666666666670000";"1.66666666666666670000"
"27 Aug 25";"1.08333333333333330000";"1.58333333333333330000"
"28 Aug 25";"1.13333333333333330000";"1.40000000000000000000"
"29 Aug 25";"1.00000000000000000000";"1.80769230769230770000"
"01 Sep 25";"1.00000000000000000000";"1.37500000000000000000"
"02 Sep 25";"1.33333333333333330000";"2.00000000000000000000"
"03 Sep 25";"1.00000000000000000000";"2.20000000000000000000"
"04 Sep 25";"1.00000000000000000000";"1.88888888888888880000"
"05 Sep 25";"1.50000000000000000000";"2.42857142857142840000"
"06 Sep 25";"1.00000000000000000000";"2.00000000000000000000"
"08 Sep 25";"2.12500000000000000000";"3.00000000000000000000"
"09 Sep 25";"1.50000000000000000000";"2.00000000000000000000"
"10 Sep 25";"1.52777777777777800000";"1.94444444444444440000"
"11 Sep 25";"1.33333333333333330000";"1.83333333333333330000"
"12 Sep 25";"1.58333333333333330000";"2.08333333333333350000"
"13 Sep 25";"1.00000000000000000000";"1.20000000000000000000"
"15 Sep 25";"1.18181818181818190000";"1.63636363636363650000"
"16 Sep 25";"1.20000000000000000000";"1.86666666666666670000"
"17 Sep 25";"1.00000000000000000000";"1.75000000000000000000"
"18 Sep 25";"1.00000000000000000000";"2.00000000000000000000"
"19 Sep 25";"1.25000000000000000000";"1.62500000000000000000"
